Kanoria Chemicals & ..,46.00000,65.00000,77.26000,158.35,691.8834055,2021-03-31,45.64571316562461265281296932,
Globus Spirits Ltd.,46.00000,85.00000,79.50000,720.40,2074.7015720,2021-03-31,14.73119354772086719370967402,
Titan Biotech Ltd.,45.83333,85.00000,70.71000,342.60,283.1143620,2021-03-31,9.233515775674618019208731359,
HIL Ltd.,45.83333,60.00000,69.79000,4670.15,3499.1098875,2021-03-31,13.52051141906585067934624087,
Piramal Enterprises ..,45.83333,80.00000,64.29000,2408.70,57486.9254190,2021-03-31,40.77624343249734726726206155,
ABM Knowledgeware Ltd.,45.66667,65.00000,64.84000,137.55,275.1302610,2021-03-31,13.74936276126788016913065643,
Shriram Pistons & Ri..,45.66667,70.00000,71.80000,954.65,2136.0198285,2021-03-31,24.06255836679591275523539920,
UPL Ltd.,45.66667,85.00000,65.42000,807.60,61704.3145800,2021-03-31,21.51912326892429164220807095,
Andhra Petrochemical..,45.66667,65.00000,79.81000,125.45,1065.9687220,2021-03-31,13.93902827917168060569494584,
Dynacons Systems & S..,45.50000,65.00000,72.64000,148.20,150.1725420,2021-03-31,16.28317339492079257961944400,
Torrent Power Ltd.,45.50000,80.00000,62.52000,468.90,22536.1217520,2021-03-31,17.45739338666730206763446177,
UCO Bank,45.50000,70.00000,66.77000,15.00,17933.9373000,2021-03-31,89.05776880603217954046191296,
HG Infra Engineering..,45.16667,70.00000,65.85000,413.10,2692.2181410,2021-03-31,11.37616012874806060015234306,
Saksoft Ltd.,45.16667,65.00000,70.80000,638.40,669.6816000,2021-03-31,13.98875377821251599043400634,
Steel Strips Wheels ..,45.00000,60.00000,72.38000,962.10,1501.7899950,2021-03-31,30.49307115398573059921531290,
Rubfila Internationa..,45.00000,65.00000,66.91000,101.95,553.2571625,2021-03-31,16.55113073688653668198126532,
Hindustan Aeronautic..,45.00000,75.00000,66.10000,1062.15,35516.9683125,2021-03-31,10.96393663285392669238320463,
Oriental Carbon & Ch..,45.00000,75.00000,61.10000,1059.50,1058.4510950,2021-03-31,13.41906165359062806148070701,
Sunshield Chemicals ..,44.83333,70.00000,70.57000,334.00,245.5935400,2021-03-31,17.30490148381758561392764790,
Panasonic Energy Ind..,44.66667,60.00000,69.34000,283.60,212.7000000,2021-03-31,20.60167646505451526129478195,
Jay Bharat Maruti Ltd.,44.66667,75.00000,66.59000,214.90,930.5170000,2021-03-31,35.47082611207394569612940497,
Vinyl Chemicals (I) ..,44.66667,75.00000,67.72000,154.75,283.7666225,2021-03-31,24.95086413025076626159469478,
Golden Tobacco Ltd.,44.66667,60.00000,66.27000,54.30,95.6157840,2021-03-31,12.51757762972867055487678370,
Zim Laboratories Ltd.,44.50000,65.00000,78.55000,171.40,278.3861660,2021-03-31,38.04391253007555512150080349,
Cheviot Company Ltd.,44.50000,80.00000,78.71000,1893.65,1186.7315185,2021-03-31,15.67198740977424194473171617,
Tata Power Company L..,44.33333,60.00000,65.66000,125.90,40229.3243050,2021-03-31,35.68685142194670498963975838,
BASF India Ltd.,44.33333,85.00000,62.90000,2602.40,11264.6445440,2021-03-31,20.60651765846486511140141265,
Modi Naturals Ltd.,44.33333,90.00000,79.70000,152.30,192.7569720,2021-03-31,18.32987516909700993159093207,
Keltech Energies Ltd.,44.16667,60.00000,69.17000,765.95,76.5950000,2021-03-31,40.83132894927628941599924942,
Kirloskar Ferrous In..,44.00000,60.00000,75.03000,289.20,4001.7847560,2021-03-31,13.24283755727344078409320906,
JK Lakshmi Cement Ltd.,44.00000,85.00000,65.21000,599.30,7051.9690930,2021-03-31,17.40036815729723765889123100,
VST Tillers Tractors..,44.00000,70.00000,60.92000,2045.45,1767.1665275,2021-03-31,19.46974557926978721346625436,
Vishnu Chemicals Ltd.,43.83333,65.00000,79.82000,607.70,725.9584200,2021-03-31,21.04550844452325014406666962,
Suraj Ltd.,43.83333,80.00000,73.64000,61.00,117.5110100,2021-03-31,85.60562471055475251554233268,
Tata Coffee Ltd.,43.83333,85.00000,74.65000,192.45,3594.3963480,2021-03-31,26.90035755320665680762854723,
TPL Plastech Ltd.,43.83333,60.00000,62.45000,241.15,188.1042345,2021-03-31,23.49776081881146055416324001,
PDS Multinational Fa..,43.66667,75.00000,68.00000,999.15,2602.4560305,2021-03-31,30.86496027698301539062253836,
Dalmia Bharat Sugar ..,43.66667,80.00000,79.29000,468.00,3787.9592400,2021-03-31,14.01213127211289466380316189,
Ritesh Properties & ..,43.66667,70.00000,77.37000,102.70,119.0395700,2021-03-31,14.09718962161331148063043401,
Steel Cast Ltd.,43.66667,75.00000,75.42000,175.90,356.0216000,2021-03-31,29.61588583320144526869807960,
S H Kelkar & Company..,43.66667,70.00000,69.66000,182.95,2585.4640360,2021-03-31,23.64379355265606583817538926,
ABM International Ltd.,43.50000,65.00000,68.07000,69.25,81.4380000,2020-12-31,16.35696688688537368288033786,
SNL Bearings Ltd.,43.50000,70.00000,72.38000,279.05,100.7789075,2021-03-31,16.27416411565766460350350882,
Kriti Industries (In..,43.50000,80.00000,79.99000,115.55,573.1684425,2021-03-31,15.89404155696958192687227821,
Premier Polyfilm Ltd.,43.16667,75.00000,73.18000,71.30,149.3628050,2021-03-31,17.93507653221647863763850633,
Bhagiradha Chemicals..,43.16667,75.00000,68.95000,666.70,554.0076990,2021-03-31,23.61072302925541051033088656,
Kirloskar Brothers L..,43.16667,80.00000,70.79000,462.15,3669.8823135,2021-03-31,22.80628597794627457850440310,
Prism Johnson Ltd.,42.83333,65.00000,69.88000,135.15,6802.8644490,2021-03-31,39.94667864722191022859608780,
Bajaj Holdings & Inv..,42.83333,70.00000,66.36000,3750.75,41743.4095125,2021-03-31,11.43672355029561982711802586,
Shree Pushkar Chemic..,42.83333,70.00000,61.87000,191.65,590.9259440,2021-03-31,21.25396744422289107189197462,
Eimco Elecon (India)..,42.66667,65.00000,70.43000,518.65,299.1780660,2021-03-31,26.53463725593019597209680679,
KNR Constructions Ltd.,42.66667,65.00000,70.92000,244.75,6883.2168350,2021-03-31,16.89631153001537409020524790,
Shakti Pumps (India)..,42.50000,65.00000,68.37000,784.90,1442.6618980,2021-03-31,19.08626192800182473320815041,
Plastiblends India L..,42.33333,80.00000,63.24000,270.15,702.0982380,2021-03-31,18.79921616001915063589575151,
Pix Transmissions Ltd.,42.33333,85.00000,77.52000,727.65,991.4376780,2021-03-31,15.27723569059550880973611208,
Thangamayil Jeweller..,42.33333,75.00000,61.31000,830.50,1139.4127800,2021-03-31,13.16000265576934991805303584,
Axis Bank Ltd.,42.33333,65.00000,68.53000,760.35,233067.6903975,2021-03-31,32.37471642584152547568926404,
Auro Laboratories Ltd.,42.33333,70.00000,79.31000,180.95,112.7770875,2021-03-31,15.68282472850815992234423345,
Shivalik Bimetal Con..,42.16667,75.00000,75.00000,122.75,471.3943700,2021-03-31,18.49396591987705844243894355,
Elecon Engineering C..,42.00000,65.00000,70.98000,139.25,1562.3850000,2021-03-31,27.11016363441676644375006084,
Gokaldas Exports Ltd.,41.83333,75.00000,74.95000,170.20,731.6591640,2021-03-31,23.92593363154062207427442006,
Choice International..,41.66667,70.00000,63.74000,136.90,482.6382120,2021-03-31,23.40739119581163290918479357,
National Fittings Ltd.,41.33333,70.00000,68.76000,61.85,56.1795920,2021-03-31,34.22667633240549618996497092,
Balrampur Chini Mill..,41.16667,65.00000,68.77000,354.25,7439.2500000,2021-03-31,15.50522297320364824656390253,
Finolex Industries L..,41.00000,60.00000,68.88000,179.75,11153.0722775,2021-03-31,15.11742814490864363659300688,
Asian Energy Service..,41.00000,65.00000,69.22000,125.35,477.2626040,2021-03-31,20.93339389850435200833661766,
Lumax Auto Technolog..,40.83333,70.00000,68.42000,156.65,1067.6903705,2021-03-31,22.65427394245105794663917013,
Triveni Engineering ..,40.83333,70.00000,77.45000,202.70,4900.3758770,2021-03-31,16.63651793657932836727390915,
Glenmark Pharmaceuti..,40.83333,75.00000,61.33000,662.10,18682.3565220,2021-03-31,19.25861460140979690756853955,
NACL Industries Ltd.,40.83333,75.00000,68.97000,75.60,1495.4572080,2021-03-31,29.08945391861109400972726713,
CG-VAK Software & Ex..,40.50000,65.00000,78.66000,214.80,108.4782960,2021-03-31,15.58231276922652823459940834,
Kabra Extrusion Tech..,40.50000,70.00000,74.41000,206.90,660.0585870,2021-03-31,26.87358504534998655671313584,
Gravita India Ltd.,40.50000,80.00000,76.06000,139.65,964.1142735,2021-03-31,18.37057655853919385200668786,
Somi Conveyor Beltin..,40.33333,60.00000,69.09000,56.55,66.6142035,2021-03-31,37.82330397094528161807492425,
ICICI Bank Ltd.,40.33333,60.00000,60.86000,647.85,448638.5479590,2021-03-31,24.37517566041732588313686331,
Sasken Technologies ..,40.33333,90.00000,69.26000,1210.15,1821.3846635,2021-03-31,15.91475273841191243867826081,
Venky's (India) Ltd.,40.33333,70.00000,77.08000,3541.35,4988.8059855,2021-03-31,18.63659593090858398024768698,
Ador Fontech Ltd.,40.16667,75.00000,71.87000,66.20,231.7000000,2021-03-31,23.05471489815179196428260483,
Max Ventures and Ind..,40.16667,75.00000,66.75000,72.00,1056.1341600,2021-03-31,137.4911681020490003246319247,
ASM Technologies Ltd.,40.16667,75.00000,78.06000,213.35,213.3500000,2021-03-31,24.53737248271975525882988879,
TTK Healthcare Ltd.,40.16667,65.00000,66.56000,694.60,981.4906380,2021-03-31,21.13409715477729176859471946,
Nikhil Adhesives Ltd.,40.00000,70.00000,79.61000,781.60,359.0904880,2021-03-31,22.93892335564517336114804968,
Tata Investment Corp..,40.00000,70.00000,60.30000,1147.15,5804.0398395,2021-03-31,37.69451457160873412609614426,
Oceanic Foods Ltd.,39.83333,70.00000,73.45000,61.00,68.6250000,2021-03-31,31.19311092474789830023113584,
Marksans Pharma Ltd.,39.66667,80.00000,66.65000,90.85,3718.6149645,2021-03-31,15.58912656277347463356544001,
Sika Interplant Syst..,39.66667,75.00000,73.11000,499.90,211.9675980,2021-03-31,17.74410928582356058500542901,
R Systems Internatio..,39.50000,75.00000,68.68000,157.40,1883.0769360,2021-03-31,19.30627429383070090116389604,
Rexnord Electronics ..,39.50000,70.00000,77.13000,64.40,71.8704000,2021-03-31,26.44807306896211847422544929,
Vivo Bio Tech Ltd.,39.50000,85.00000,68.06000,82.30,116.9030350,2021-03-31,19.69743023926513985654143760,
NRB Bearings Ltd.,39.50000,85.00000,68.41000,148.00,1434.4544800,2021-03-31,25.66886470773916270938335756,
PNC Infratech Ltd.,39.33333,65.00000,70.79000,305.70,7842.4033440,2021-03-31,15.76750130751114866014922648,
Orient Abrasives Ltd.,39.33333,65.00000,70.67000,33.00,394.8093600,2021-03-31,34.72733778123881884957801023,
Rajkumar Forge Ltd.,39.16667,70.00000,66.98000,57.60,63.0109440,2021-03-31,17.59348063800802702554109116,
Vimta Labs Ltd.,39.16667,85.00000,71.73000,268.25,593.0417350,2021-03-31,27.89749114976142835154686779,
Uttam Sugar Mills Ltd.,39.00000,60.00000,80.83000,270.00,1029.7287000,2021-03-31,17.23106927719493508673290630,
Kakatiya Cement Suga..,39.00000,70.00000,62.48000,268.50,208.7292150,2021-03-31,166.5167912183323513907407982,
DCM Shriram Ltd.,38.83333,75.00000,75.67000,910.60,14200.1058380,2021-03-31,21.20017777790194603476819843,
Transport Corporatio..,38.66667,70.00000,66.15000,410.70,3166.4887860,2021-03-31,21.52176202810772514398933921,
Bajaj Healthcare Ltd.,38.50000,70.00000,72.85000,845.15,1166.2393880,2021-03-31,14.03264959138199557012256880,
Ambuja Cements Ltd.,38.50000,80.00000,62.49000,340.30,67571.5061560,2021-03-31,24.49669478183688498215117405,
Dalmia Bharat Ltd.,38.50000,75.00000,72.66000,1969.55,36853.7272125,2021-03-31,29.59924881884036408481205593,
Indokem Ltd.,38.50000,70.00000,69.14000,41.10,99.9782160,2021-03-31,33.78239534444069997780718554,
Kopran Ltd.,38.50000,70.00000,75.05000,249.65,1079.7512290,2021-03-31,17.52440184334385101626087597,
Associated Alcohols ..,38.33333,90.00000,70.28000,501.45,906.5814840,2021-03-31,15.64239083236422984971825292,
MSTC Ltd.,38.33333,70.00000,70.24000,289.80,2040.1920000,2021-03-31,18.06135250736819668800415822,
Systematix Corporate..,38.16667,75.00000,72.17000,248.05,321.9763415,2020-12-31,37.77202175108077776407295231,
Amines & Plasticizer..,38.16667,75.00000,65.37000,105.85,582.3867000,2021-03-31,17.86802476033889321217625283,
Orient Bell Ltd.,38.00000,80.00000,67.99000,315.15,452.7476415,2021-03-31,58.80882048334636463894575183,
Jagsonpal Pharmaceut..,37.66667,70.00000,70.69000,145.15,380.2639700,2021-03-31,22.27696179996009638258360575,
Finolex Cables Ltd.,37.66667,65.00000,62.80000,511.30,7819.7864090,2021-03-31,16.94693914348518957503055951,
Neuland Laboratories..,37.66667,70.00000,63.90000,2150.35,2758.8775465,2021-03-31,34.40446052426743626251098564,
Mallcom (India) Ltd.,37.66667,70.00000,65.57000,622.30,388.3152000,2021-03-31,21.71873625782998309407706365,
Welspun India Ltd.,37.66667,70.00000,70.30000,105.65,10614.9217380,2021-03-31,19.66880451274795446294762122,
Smruthi Organics Ltd.,37.50000,80.00000,69.94000,301.00,344.5336300,2021-03-31,20.13803586577497317158677018,
Tata Metaliks Ltd.,37.50000,65.00000,67.79000,1129.45,3566.5207375,2021-03-31,16.22675534716449500590338109,
Racl Geartech Ltd.,37.33333,90.00000,78.67000,417.05,449.6466280,2021-03-31,19.14110350607370323097053954,
Zeal Aqua Ltd.,37.33333,60.00000,75.90000,118.90,149.8924740,2021-03-31,35.27132817760849122369853545,
NDR Auto Components ..,37.16667,60.00000,73.32000,349.85,208.0313055,2021-03-31,24.38390306936779582340715298,
Excel Industries Ltd.,37.16667,60.00000,68.53000,1240.55,1559.4581885,2021-03-31,21.93748360944329490729598388,
ACC Ltd.,36.83333,70.00000,60.33000,1982.75,37233.5269075,2021-03-31,22.32293390283694626542466602,
MPS Ltd.,36.83333,65.00000,70.16000,611.10,1103.0538330,2021-03-31,18.83599064334262855001092679,
Tejas Networks Ltd.,36.83333,70.00000,67.59000,191.00,1787.5365300,2021-03-31,49.09028757655900215637441239,
Vishwaraj Sugar Indu..,36.66667,70.00000,61.46000,145.25,545.5009000,2021-03-31,68.05478117049538258266137534,
Kirloskar Oil Engine..,36.66667,60.00000,67.75000,247.85,3584.2555115,2021-03-31,18.38280286381595391430951196,
Allsec Technologies ..,36.50000,65.00000,69.03000,446.50,680.3900950,2021-03-31,19.37545509537584043477392988,
Rane Brake Lining Ltd.,36.50000,75.00000,67.09000,933.95,724.7545395,2021-03-31,22.76497078054636417372016356,
Electrosteel Casting..,36.50000,60.00000,75.14000,39.55,1712.3358385,2021-03-31,-11.73796005828913667377968250,
Liberty Shoes Ltd.,36.33333,60.00000,64.09000,168.80,287.6352000,2021-03-31,1144.561974505017629509085978,
Trident Ltd.,36.16667,60.00000,64.34000,17.20,8765.0438040,2021-03-31,28.79480354243048231295933571,
Tanfac Industries Ltd.,36.00000,70.00000,67.58000,290.05,289.3248750,2021-03-31,16.55730265242222977003587749,
Shri Dinesh Mills Ltd.,36.00000,70.00000,70.11000,538.95,301.8443370,2021-03-31,29.51906840350559134260686867,
Kovai Medical Center..,36.00000,65.00000,62.73000,1406.80,1539.3627640,2021-03-31,19.81536831963761032404916375,
DCW Ltd.,35.83333,70.00000,74.04000,40.00,1044.1216000,2021-03-31,273.8225629791894852135815991,
Scandent Imaging Ltd.,35.83333,65.00000,74.05000,21.00,67.4100000,2021-03-31,16.54598602258133140034195038,
Dollar Industries Ltd.,35.66667,70.00000,61.64000,318.85,1808.3928485,2021-03-31,21.19538374712581024065751225,
Bella Casa Fashion &..,35.50000,65.00000,63.07000,132.45,151.9863750,2021-03-31,28.13625211101551795558104706,
High Energy Batterie..,35.33333,80.00000,78.73000,1647.55,295.3727640,2021-03-31,16.11478661637897306687115604,
Zensar Technologies ..,35.00000,70.00000,68.77000,340.40,7682.0586960,2021-03-31,25.59552454282964388835418672,
Control Print Ltd.,35.00000,70.00000,61.76000,380.20,620.9312340,2021-03-31,21.37326307102646754265939159,
Genus Power Infrastr..,35.00000,85.00000,74.51000,69.30,1784.0571210,2021-03-31,25.99984992871614016657912508,
Cyient Ltd.,34.83333,80.00000,64.42000,849.85,9356.9334850,2021-03-31,25.69639700139661890627111823,
Nucleus Software Exp..,34.66667,75.00000,63.49000,714.15,2073.9415905,2021-03-31,17.58280339537807274354023093,
Somany Ceramics Ltd.,34.66667,80.00000,75.70000,638.50,2705.9246900,2021-03-31,46.91923938658881330698703530,
Cybertech Systems & ..,34.50000,60.00000,65.94000,171.20,472.4965920,2021-03-31,19.61543661532891374936696678,
Nila Spaces Ltd.,34.50000,70.00000,62.42000,2.10,82.7167320,2021-03-31,-34.76245654692931633835457706,
Sagarsoft (India) Ltd.,34.50000,75.00000,71.14000,236.40,131.4384000,2021-03-31,24.56195764205206636300162915,
Cigniti Technologies..,34.16667,60.00000,71.00000,648.40,1816.8168000,2021-03-31,17.24633209562617697439116511,
Menon Bearings Ltd.,34.16667,80.00000,70.23000,76.10,426.4644000,2021-03-31,22.68513274230762351622538469,
Kaveri Seed Company ..,34.00000,85.00000,68.54000,760.50,4588.0280550,2021-03-31,14.63974109314686865466843152,
Ganesh Benzoplast Ltd.,34.00000,65.00000,62.18000,78.95,492.3274630,2021-03-31,21.75668339409772457334027784,
AVT Natural Products..,33.66667,90.00000,74.01000,75.95,1156.5969800,2021-03-31,25.53705142042493384575553695,
M M Forgings Ltd.,33.50000,75.00000,75.03000,749.40,1809.1115520,2021-03-31,35.98538687892314666133976659,
Stock,Trendlyne Valuation Score,Trendlyne Durability Score,Trendlyne Momentum Score,Current Price Rs,MCAP Cr,Latest Financial Result,PE Trailing 12M,My Notes
Capital Trust Ltd.,33.50000,60.00000,66.27000,117.10,191.5919940,2020-12-31,-51.02841206205333798152344431,
Tinplate Company of ..,33.33333,60.00000,70.19000,223.35,2337.7508460,2021-03-31,23.84808975039319718157968636,
KPR Mill Ltd.,33.16667,85.00000,66.33000,1638.55,11274.8625500,2021-03-31,21.88506902835662772129223349,
Ahluwalia Contracts ..,33.00000,60.00000,70.68000,393.35,2634.9572460,2021-03-31,34.13151414286383664771001706,
Praveg Communication..,33.00000,75.00000,74.19000,86.10,159.1481010,2021-03-31,14.73729614262827096085116871,
Jai Corp Ltd.,33.00000,75.00000,66.20000,156.90,2799.8710860,2021-03-31,30.25132313387511929895595338,
International Convey..,32.83333,75.00000,76.10000,65.05,439.0875000,2021-03-31,26.41924767080114693244307982,
Bharat Electronics L..,32.83333,70.00000,69.43000,179.20,43663.7447680,2021-03-31,20.80281209442062078748859444,
BLS International Se..,32.66667,70.00000,64.09000,129.30,1324.6785000,2021-03-31,26.31884270369624025256318660,
Mold-Tek Technologie..,32.50000,65.00000,69.45000,77.10,216.1976520,2021-03-31,21.61074314608694189765309011,
Rupa & Company Ltd.,32.50000,65.00000,64.23000,504.75,4014.0041850,2021-03-31,22.90338198666589830490016666,
Navneet Education Ltd.,32.33333,65.00000,60.84000,97.65,2234.9204325,2021-03-31,39.97003782111105653519328061,
Prime Securities Ltd.,32.16667,65.00000,69.70000,67.60,179.2434280,2021-03-31,23.07277480835261753121309551,
Nilkamal Ltd.,32.16667,65.00000,62.80000,2299.00,3430.6827500,2021-03-31,30.37800732692695205784902831,
Suprajit Engineering..,32.00000,80.00000,65.34000,283.65,3924.9359625,2021-03-31,27.80051063162485727307030741,
Shree Digvijay Cemen..,32.00000,60.00000,61.84000,87.00,1241.3708100,2021-03-31,22.92852624920936116382036686,
Themis Medicare Ltd.,32.00000,70.00000,69.23000,727.00,668.4038000,2021-03-31,18.71002244687974988792001684,
Bannari Amman Sugars..,32.00000,60.00000,67.28000,1841.45,2309.1230565,2021-03-31,25.06102794785368208416515115,
Jindal Worldwide Ltd.,32.00000,65.00000,60.22000,70.95,1422.6922380,2021-03-31,32.18154108532757588402852115,
KSB Ltd.,31.83333,85.00000,70.93000,1011.60,3521.1570480,2021-03-31,27.76315580026555584769016362,
Tech Mahindra Ltd.,31.83333,65.00000,60.81000,1074.65,104132.3706455,2021-03-31,21.21099557167546041864206995,
Apex Frozen Foods Ltd.,31.83333,60.00000,61.58000,396.10,1237.8125000,2021-03-31,27.95111483384928696783681235,
Fineotex Chemical Ltd.,31.66667,75.00000,62.10000,90.45,1001.7192780,2021-03-31,23.30230652902547667321896439,
Greenpanel Industrie..,31.66667,95.00000,75.70000,257.00,3151.5241800,2021-03-31,45.80133625844072291260855540,
VIP Clothing Ltd.,31.50000,65.00000,61.19000,16.45,135.8712425,2021-03-31,-129.9573392321061779112024016,
Mitsu Chem Plast Ltd.,31.33333,90.00000,75.38000,246.45,297.5292270,2021-03-31,30.71112229867983919808393501,
HBL Power Systems Ltd.,31.16667,75.00000,68.83000,49.45,1370.7287805,2021-03-31,99.85864297253634894991922456,
Minda Corporation Ltd.,31.16667,80.00000,64.67000,128.85,3080.5380690,2021-03-31,58.32639240964728036503223003,
Bajaj Electricals Ltd.,31.00000,65.00000,60.02000,1050.20,12039.3142660,2021-03-31,63.13324107616266277759809939,
InfoBeans Technologi..,31.00000,70.00000,77.64000,420.50,1009.8559800,2021-03-31,27.40970766454950304016353264,
LGB Forge Ltd.,30.83333,70.00000,79.44000,7.50,178.6518750,2021-03-31,52.03274594144581656722630776,
The Western India Pl..,30.83333,60.00000,60.39000,64.00,54.3187200,2021-03-31,-104.4915019020718705611520188,
Solara Active Pharma..,30.83333,70.00000,61.58000,1728.20,6209.3880360,2021-03-31,28.03836723317190965097732741,
Bajaj Consumer Care ..,30.83333,75.00000,60.44000,290.65,4288.2559130,2021-03-31,19.21838405558486967998233218,
Singer India Ltd.,30.83333,75.00000,72.36000,71.35,383.2615195,2021-03-31,36.07817358986676105478724749,
Gujarat Pipavav Port..,30.83333,70.00000,61.41000,110.85,5358.9312915,2021-03-31,24.14443534475247869800832912,
Expleo Solutions Ltd.,30.66667,65.00000,72.46000,867.35,889.2505875,2021-03-31,17.62866015475660823237189878,
Sakar Healthcare Ltd.,30.66667,60.00000,73.43000,171.55,293.6592900,2021-03-31,25.05956302432625491367561195,
Ramkrishna Forgings ..,30.66667,65.00000,68.10000,721.45,2307.7021150,2021-03-31,111.4645745203523853372597127,
